TECHPUBLAYERNAME,GEOCATUUID,STATUS (ZS),INGESTSTATE,TIMESTANDDATE,
ch.swisstopo.vec200-building,fca926e5-99ee-4cc2-bec4-778a5f1ebda5,Published,Productive,2022-10-19 00:00:00,A
ch.astra.baulinien-nationalstrassen_aenderung_v2_0.oereb,fcd00503-5f92-4ab0-94d5-f6dd35367cca,Published,Productive,2021-12-15 00:00:00,A
ch.swisstopo.verschiebungsvektoren-tsp2,fcd80c13-8824-4c3b-835b-95172eb9e4e6,Published,Productive,2006-12-31 00:00:00,A
ch.astra.baulinien-nationalstrassen,fce3b347-cc58-4b29-bb87-a35eed4487ea,Published,Productive,2021-12-15 00:00:00,A
ch.bafu.neophyten-igelgurke,fd69e7f3-22f7-4497-bb1f-4d21c892d9b2,Published,Productive,2015-10-07 00:00:00,A
ch.vbs.territorialdivisionen-einzeln,fd910f14-441a-4c80-bd9d-49f738589f0a,Published,Productive,2018-01-01 00:00:00,A
ch.bafu.bundesinventare-flachmoore_anhoerung,fdab600e-df8f-4514-b760-4f91d513556e,Published,Decommissioned,2021-07-01 00:00:00,C
ch.bakom.anschlussart-kupferdraht,fdb8b91e-1cc5-4c7a-8db7-3e3833e8a486,Published,Productive,2020-10-31 00:00:00,A
ch.meteoschweiz.klimanormwerte-niederschlag_aktuelle_periode,fe2ed6a2-f08d-4d23-8fc1-807c445e7934,Published,Productive,2021-11-25 00:00:00,A
ch.blw.klimaeignung-spezialkulturen,fe7c18e2-87d3-464f-a22e-7cc03e61d480,Published,Productive,2008-10-24 00:00:00,A
ch.bakom.uplink20,fe828fd1-b1a9-4b7c-b1ee-39fef49a1348,Published,Decommissioned,2020-10-31 00:00:00,C
ch.bakom.downlink30,fea5aba3-377a-4af1-a848-1f3d11238ff8,Published,Productive,2020-10-31 00:00:00,A
ch.bafu.showme-kantone_sturzprozesse,fea64430-554d-4c54-bd5d-2ee8c745d814,Published,Decommissioned,2019-01-01 00:00:00,C
ch.meteoschweiz.messwerte-pollen-graeser-1h,fed6787d-8e1c-4d06-a18d-1287e7302b40,Published,Productive,2018-03-09 00:00:00,A
ch.bafu.hydrogeologie-markierversuche,fedac2fe-5f2b-4b4f-a21d-3c9fc216c496,Published,Productive,2020-03-20 00:00:00,A
ch.bafu.auen-ausserhalb_bundesinventar,feff7d50-4917-40d0-bcbe-675680d4aa0e,Published,Productive,2017-11-01 00:00:00,A
ch.bazl.sicherheitszonenplan.oereb,ff218384-7251-4e68-85e7-c163dd366616,Published,Decommissioned,2021-12-15 00:00:00,C
se.lfv.luftfahrtkarte-1000,ff69c1fe-8399-45b1-9cb1-00d3241afc68,Published,Productive,2018-11-22 00:00:00,A
ch.swisstopo.swisstlm3d-uebrigerverkehr,ffc0267e-aca8-49ac-8f3e-86c9beca51f2,InProgress,Productive,2023-03-08 00:00:00,A
ch.bafu.neophyten-haargurke,ffdd90e3-55a6-4924-bf64-b9904f5d2437,Published,Productive,2015-10-07 00:00:00,A
ch.swisstopo.vektorkarte.vt,fff98668-d52c-4528-b713-91e1297085f5,InClarification,NotProductive,2018-11-02 00:00:00,B
,,,,,
